crop_id,species
39383f32d47c351a93fd24547da1dca3_c00844,Golden-Crowned Sparrow
39383f32d47c351a93fd24547da1dca3_c00845,Golden-Crowned Sparrow
39383f32d47c351a93fd24547da1dca3_c00846,Golden-Crowned Sparrow
39383f32d47c351a93fd24547da1dca3_c00847,Golden-Crowned Sparrow
3985f0a3fc1bbcf9ce71b23079594c8a_c00848,Dark-Eyed Junco
3985f0a3fc1bbcf9ce71b23079594c8a_c00849,Dark-Eyed Junco
3985f0a3fc1bbcf9ce71b23079594c8a_c00850,Dark-Eyed Junco
3985f0a3fc1bbcf9ce71b23079594c8a_c00851,Dark-Eyed Junco
3985f0a3fc1bbcf9ce71b23079594c8a_c00852,Dark-Eyed Junco
3985f0a3fc1bbcf9ce71b23079594c8a_c00853,Dark-Eyed Junco
3985f0a3fc1bbcf9ce71b23079594c8a_c00854,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00855,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00856,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00857,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00858,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00859,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00860,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00861,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00862,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00863,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00864,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00865,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00866,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00867,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00868,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00869,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00870,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00871,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00872,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00873,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00874,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00875,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00876,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00877,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00878,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00879,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00880,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00881,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00882,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00883,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00884,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00885,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00886,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00887,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00888,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00889,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00890,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00891,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00892,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00893,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00894,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00895,Dark-Eyed Junco
3a18ef9c0d287eca38650e22fc1c4d49_c00896,Dark-Eyed Junco
3c5006fb431f7c66c566bc81f8c13d7a_c00897,Black-Capped Chickadee
3c5006fb431f7c66c566bc81f8c13d7a_c00898,Black-Capped Chickadee
3c5006fb431f7c66c566bc81f8c13d7a_c00899,Black-Capped Chickadee
3c5006fb431f7c66c566bc81f8c13d7a_c00900,Black-Capped Chickadee
3c5006fb431f7c66c566bc81f8c13d7a_c00901,Black-Capped Chickadee
3c5de12e9a9d30e6a44f2dd43489486e_c00902,Black-Capped Chickadee
3c5de12e9a9d30e6a44f2dd43489486e_c00903,Black-Capped Chickadee
3d7c7778f07f6ce74c37e20b91fd9890_c00904,Black-Capped Chickadee
3d7c7778f07f6ce74c37e20b91fd9890_c00905,Black-Capped Chickadee
3d7c7778f07f6ce74c37e20b91fd9890_c00906,Black-Capped Chickadee
3d7c7778f07f6ce74c37e20b91fd9890_c00907,Black-Capped Chickadee
3d7c7778f07f6ce74c37e20b91fd9890_c00908,Black-Capped Chickadee
3d7c7778f07f6ce74c37e20b91fd9890_c00909,Black-Capped Chickadee
427bf8633225ad0a92819182e8c6fc09_c00910,Black-Capped Chickadee
427bf8633225ad0a92819182e8c6fc09_c00911,Black-Capped Chickadee
427bf8633225ad0a92819182e8c6fc09_c00912,Black-Capped Chickadee
427bf8633225ad0a92819182e8c6fc09_c00913,Black-Capped Chickadee
427bf8633225ad0a92819182e8c6fc09_c00914,Chickadee
427bf8633225ad0a92819182e8c6fc09_c00915,Black-Capped Chickadee
427bf8633225ad0a92819182e8c6fc09_c00916,Black-Capped Chickadee
427bf8633225ad0a92819182e8c6fc09_c00917,Black-Capped Chickadee
427bf8633225ad0a92819182e8c6fc09_c00918,Black-Capped Chickadee
427bf8633225ad0a92819182e8c6fc09_c00919,Black-Capped Chickadee
427bf8633225ad0a92819182e8c6fc09_c00920,Black-Capped Chickadee
44783ff6bae6c220afd61016b94fb441_c00921,Black-Capped Chickadee
44783ff6bae6c220afd61016b94fb441_c00922,Black-Capped Chickadee
44783ff6bae6c220afd61016b94fb441_c00923,Black-Capped Chickadee
44783ff6bae6c220afd61016b94fb441_c00924,Black-Capped Chickadee
44ecabcec87d98b009951177aa8fe54c_c00925,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00926,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00927,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00928,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00929,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00930,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00931,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00932,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00933,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00934,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00935,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00936,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00937,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00938,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00939,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00940,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00941,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00942,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00943,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00944,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00945,Dark-Eyed Junco
44ecabcec87d98b009951177aa8fe54c_c00946,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00947,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00948,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00949,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00950,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00951,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00952,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00953,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00954,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00955,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00956,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00957,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00958,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00959,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00960,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00961,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00962,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00963,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00964,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00965,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00966,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00967,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00968,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00969,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00970,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00971,Dark-Eyed Junco
46aa34a404101eca381563d63e7a8b62_c00972,Dark-Eyed Junco
46fdbcd1bce8d6917f608644548e6db6_c00973,Black-Capped Chickadee
46fdbcd1bce8d6917f608644548e6db6_c00974,Black-Capped Chickadee
46fdbcd1bce8d6917f608644548e6db6_c00975,Black-Capped Chickadee
46fdbcd1bce8d6917f608644548e6db6_c00976,Black-Capped Chickadee
4b34531f4fee45b8a0b0fb2003311ea7_c00977,Black-Capped Chickadee
4b34531f4fee45b8a0b0fb2003311ea7_c00978,Black-Capped Chickadee
4b34531f4fee45b8a0b0fb2003311ea7_c00979,Black-Capped Chickadee
4b34531f4fee45b8a0b0fb2003311ea7_c00980,Black-Capped Chickadee
4b34531f4fee45b8a0b0fb2003311ea7_c00981,Black-Capped Chickadee
4b34531f4fee45b8a0b0fb2003311ea7_c00982,Black-Capped Chickadee
4b34531f4fee45b8a0b0fb2003311ea7_c00983,Black-Capped Chickadee
4b34531f4fee45b8a0b0fb2003311ea7_c00984,Black-Capped Chickadee
4b34531f4fee45b8a0b0fb2003311ea7_c00985,Black-Capped Chickadee
4c9d0da78fe48773d7ba8d95dfe2404e_c00986,Black-Capped Chickadee
4c9d0da78fe48773d7ba8d95dfe2404e_c00987,Black-Capped Chickadee
4c9d0da78fe48773d7ba8d95dfe2404e_c00988,Black-Capped Chickadee
4ca36ba3680bb2118d2cbe97edf4e69a_c00989,Dark-Eyed Junco
4ca36ba3680bb2118d2cbe97edf4e69a_c00990,Dark-Eyed Junco
4ca36ba3680bb2118d2cbe97edf4e69a_c00991,Dark-Eyed Junco
4ca36ba3680bb2118d2cbe97edf4e69a_c00992,Dark-Eyed Junco
4ca36ba3680bb2118d2cbe97edf4e69a_c00993,Dark-Eyed Junco
4ca36ba3680bb2118d2cbe97edf4e69a_c00994,Dark-Eyed Junco
4ca36ba3680bb2118d2cbe97edf4e69a_c00995,Dark-Eyed Junco
4ca36ba3680bb2118d2cbe97edf4e69a_c00996,Dark-Eyed Junco
4ca36ba3680bb2118d2cbe97edf4e69a_c00997,Dark-Eyed Junco
4ca36ba3680bb2118d2cbe97edf4e69a_c00998,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c00999,Black-Capped Chickadee
4cf8a881f0411382e69f20d825dfef7f_c01000,Black-Capped Chickadee
4cf8a881f0411382e69f20d825dfef7f_c01001,Black-Capped Chickadee
4cf8a881f0411382e69f20d825dfef7f_c01002,Black-Capped Chickadee
4cf8a881f0411382e69f20d825dfef7f_c01003,Black-Capped Chickadee
4cf8a881f0411382e69f20d825dfef7f_c01004,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01005,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01006,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01007,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01008,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01009,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01010,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01011,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01012,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01013,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01014,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01015,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01016,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01017,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01018,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01019,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01020,Dark-Eyed Junco
4cf8a881f0411382e69f20d825dfef7f_c01021,Dark-Eyed Junco
4d61c8c0309257498796e3ec7ca2f082_c01022,Black-Capped Chickadee
4d61c8c0309257498796e3ec7ca2f082_c01023,Black-Capped Chickadee
4d61c8c0309257498796e3ec7ca2f082_c01024,Black-Capped Chickadee
4d61c8c0309257498796e3ec7ca2f082_c01025,Black-Capped Chickadee
4d61c8c0309257498796e3ec7ca2f082_c01026,Black-Capped Chickadee
4d61c8c0309257498796e3ec7ca2f082_c01027,Black-Capped Chickadee
4d61c8c0309257498796e3ec7ca2f082_c01028,Black-Capped Chickadee
4d61c8c0309257498796e3ec7ca2f082_c01029,Black-Capped Chickadee
506d4c56e2b6672062ecab59b225c88f_c01030,Black-Capped Chickadee
506d4c56e2b6672062ecab59b225c88f_c01031,Black-Capped Chickadee
506d4c56e2b6672062ecab59b225c88f_c01032,Black-Capped Chickadee
506d4c56e2b6672062ecab59b225c88f_c01033,Black-Capped Chickadee
506d4c56e2b6672062ecab59b225c88f_c01034,Black-Capped Chickadee
506d4c56e2b6672062ecab59b225c88f_c01035,Black-Capped Chickadee
506d4c56e2b6672062ecab59b225c88f_c01036,Black-Capped Chickadee
506d4c56e2b6672062ecab59b225c88f_c01037,Black-Capped Chickadee
507d2ad111ea7b8cdf43439f03af0275_c01038,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01039,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01040,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01041,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01042,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01043,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01044,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01045,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01046,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01047,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01048,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01049,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01050,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01051,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01052,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01053,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01054,Dark-Eyed Junco
507d2ad111ea7b8cdf43439f03af0275_c01055,Dark-Eyed Junco
50cc0a32733d380e98a1ee082887fde7_c01056,Black-Capped Chickadee
50cc0a32733d380e98a1ee082887fde7_c01057,Black-Capped Chickadee
50cc0a32733d380e98a1ee082887fde7_c01058,Black-Capped Chickadee
50cc0a32733d380e98a1ee082887fde7_c01059,Black-Capped Chickadee
50cc0a32733d380e98a1ee082887fde7_c01060,Black-Capped Chickadee
51b233c6cb89d7f5bd289662f0afb316_c01061,Black-Capped Chickadee
51b233c6cb89d7f5bd289662f0afb316_c01062,Black-Capped Chickadee
51b233c6cb89d7f5bd289662f0afb316_c01063,Black-Capped Chickadee
51b233c6cb89d7f5bd289662f0afb316_c01064,Black-Capped Chickadee
51f6605495ad9746a9d0be8e308590f1_c01065,Black-Capped Chickadee
51f6605495ad9746a9d0be8e308590f1_c01066,Black-Capped Chickadee
51f6605495ad9746a9d0be8e308590f1_c01067,Black-Capped Chickadee
51f6605495ad9746a9d0be8e308590f1_c01068,Black-Capped Chickadee
55b3551161a126233cd6840c8d6c19c0_c01069,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01070,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01071,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01072,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01073,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01074,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01075,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01076,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01077,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01078,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01079,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01080,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01081,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01082,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01083,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01084,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01085,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01086,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01087,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01088,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01089,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01090,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01091,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01092,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01093,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01094,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01095,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01096,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01097,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01098,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01099,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01100,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01101,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01102,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01103,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01104,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01105,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01106,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01107,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01108,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01109,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01110,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01111,Dark-Eyed Junco
55b3551161a126233cd6840c8d6c19c0_c01112,Dark-Eyed Junco
55c613b6a65421c3d358e4497f8000a4_c01113,Black-Capped Chickadee
55c613b6a65421c3d358e4497f8000a4_c01114,Black-Capped Chickadee
55c613b6a65421c3d358e4497f8000a4_c01115,Black-Capped Chickadee
55c613b6a65421c3d358e4497f8000a4_c01116,Black-Capped Chickadee
55c613b6a65421c3d358e4497f8000a4_c01117,Black-Capped Chickadee
55c613b6a65421c3d358e4497f8000a4_c01118,Black-Capped Chickadee
55c613b6a65421c3d358e4497f8000a4_c01119,Black-Capped Chickadee
57904ba194265b18f909e323ea061069_c01120,Black-Capped Chickadee
57904ba194265b18f909e323ea061069_c01121,Dark-Eyed Junco
57904ba194265b18f909e323ea061069_c01122,Black-Capped Chickadee
592064e20e3cd53aa287f3cfabc9d5b8_c01123,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01124,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01125,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01126,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01127,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01128,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01129,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01130,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01131,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01132,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01133,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01134,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01135,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01136,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01137,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01138,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01139,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01140,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01141,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01142,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01143,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01144,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01145,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01146,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01147,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01148,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01149,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01150,Dark-Eyed Junco
592064e20e3cd53aa287f3cfabc9d5b8_c01151,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01152,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01153,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01154,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01155,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01156,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01157,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01158,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01159,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01160,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01161,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01162,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01163,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01164,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01165,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01166,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01167,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01168,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01169,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01170,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01171,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01172,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01173,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01174,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01175,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01176,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01177,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01178,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01179,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01180,Dark-Eyed Junco
595576b07a574a3e3e8d42aa67e75af7_c01181,Dark-Eyed Junco
5afdbfa8481df9931365acf525f1e3b5_c01182,Dark-Eyed Junco
5afdbfa8481df9931365acf525f1e3b5_c01183,Dark-Eyed Junco
5afdbfa8481df9931365acf525f1e3b5_c01184,Dark-Eyed Junco
5afdbfa8481df9931365acf525f1e3b5_c01185,Dark-Eyed Junco
5afdbfa8481df9931365acf525f1e3b5_c01186,Dark-Eyed Junco
5afdbfa8481df9931365acf525f1e3b5_c01187,Dark-Eyed Junco
5afdbfa8481df9931365acf525f1e3b5_c01188,Dark-Eyed Junco
5afdbfa8481df9931365acf525f1e3b5_c01189,Dark-Eyed Junco
5afdbfa8481df9931365acf525f1e3b5_c01190,Black-Capped Chickadee
5afdbfa8481df9931365acf525f1e3b5_c01191,Chickadee
5afdbfa8481df9931365acf525f1e3b5_c01192,Black-Capped Chickadee
5afdbfa8481df9931365acf525f1e3b5_c01193,Black-Capped Chickadee
5afdbfa8481df9931365acf525f1e3b5_c01194,Chickadee
5c5af4c1cd936ab385945af18e953a25_c01195,Black-Capped Chickadee
5c5af4c1cd936ab385945af18e953a25_c01196,Black-Capped Chickadee
5c5af4c1cd936ab385945af18e953a25_c01197,Black-Capped Chickadee
5c5af4c1cd936ab385945af18e953a25_c01198,Black-Capped Chickadee
5ce5b29f09cc8dcad46e121e0951f63c_c01199,Dark-Eyed Junco
5ce5b29f09cc8dcad46e121e0951f63c_c01200,Dark-Eyed Junco
5ce5b29f09cc8dcad46e121e0951f63c_c01201,Dark-Eyed Junco
5ce5b29f09cc8dcad46e121e0951f63c_c01202,Dark-Eyed Junco
5ce5b29f09cc8dcad46e121e0951f63c_c01203,Dark-Eyed Junco
5ce5b29f09cc8dcad46e121e0951f63c_c01204,Dark-Eyed Junco
5ce5b29f09cc8dcad46e121e0951f63c_c01205,Dark-Eyed Junco
5ce5b29f09cc8dcad46e121e0951f63c_c01206,Dark-Eyed Junco
5ce5b29f09cc8dcad46e121e0951f63c_c01207,Dark-Eyed Junco
5ce5b29f09cc8dcad46e121e0951f63c_c01208,Dark-Eyed Junco
5ce5b29f09cc8dcad46e121e0951f63c_c01209,Dark-Eyed Junco
