session_id,video_id,crop_ids,species
session_00150,427bf8633225ad0a92819182e8c6fc09,"427bf8633225ad0a92819182e8c6fc09_c00910,427bf8633225ad0a92819182e8c6fc09_c00912,427bf8633225ad0a92819182e8c6fc09_c00916,427bf8633225ad0a92819182e8c6fc09_c00918,427bf8633225ad0a92819182e8c6fc09_c00919",Black-Capped Chickadee
session_00151,427bf8633225ad0a92819182e8c6fc09,427bf8633225ad0a92819182e8c6fc09_c00914,Chickadee
session_00152,44783ff6bae6c220afd61016b94fb441,"44783ff6bae6c220afd61016b94fb441_c00921,44783ff6bae6c220afd61016b94fb441_c00922,44783ff6bae6c220afd61016b94fb441_c00923,44783ff6bae6c220afd61016b94fb441_c00924",Black-Capped Chickadee
session_00153,44ecabcec87d98b009951177aa8fe54c,"44ecabcec87d98b009951177aa8fe54c_c00929,44ecabcec87d98b009951177aa8fe54c_c00934,44ecabcec87d98b009951177aa8fe54c_c00937",Dark-Eyed Junco
session_00154,44ecabcec87d98b009951177aa8fe54c,"44ecabcec87d98b009951177aa8fe54c_c00925,44ecabcec87d98b009951177aa8fe54c_c00926,44ecabcec87d98b009951177aa8fe54c_c00928,44ecabcec87d98b009951177aa8fe54c_c00931,44ecabcec87d98b009951177aa8fe54c_c00932,44ecabcec87d98b009951177aa8fe54c_c00933,44ecabcec87d98b009951177aa8fe54c_c00935,44ecabcec87d98b009951177aa8fe54c_c00936,44ecabcec87d98b009951177aa8fe54c_c00938,44ecabcec87d98b009951177aa8fe54c_c00939,44ecabcec87d98b009951177aa8fe54c_c00940,44ecabcec87d98b009951177aa8fe54c_c00941,44ecabcec87d98b009951177aa8fe54c_c00942,44ecabcec87d98b009951177aa8fe54c_c00943,44ecabcec87d98b009951177aa8fe54c_c00944,44ecabcec87d98b009951177aa8fe54c_c00945,44ecabcec87d98b009951177aa8fe54c_c00946",Dark-Eyed Junco
session_00155,44ecabcec87d98b009951177aa8fe54c,44ecabcec87d98b009951177aa8fe54c_c00927,Dark-Eyed Junco
session_00156,44ecabcec87d98b009951177aa8fe54c,44ecabcec87d98b009951177aa8fe54c_c00930,Dark-Eyed Junco
session_00157,46aa34a404101eca381563d63e7a8b62,"46aa34a404101eca381563d63e7a8b62_c00965,46aa34a404101eca381563d63e7a8b62_c00972",Dark-Eyed Junco
session_00158,46aa34a404101eca381563d63e7a8b62,"46aa34a404101eca381563d63e7a8b62_c00947,46aa34a404101eca381563d63e7a8b62_c00948,46aa34a404101eca381563d63e7a8b62_c00949,46aa34a404101eca381563d63e7a8b62_c00950,46aa34a404101eca381563d63e7a8b62_c00953,46aa34a404101eca381563d63e7a8b62_c00954,46aa34a404101eca381563d63e7a8b62_c00955,46aa34a404101eca381563d63e7a8b62_c00956,46aa34a404101eca381563d63e7a8b62_c00958,46aa34a404101eca381563d63e7a8b62_c00966,46aa34a404101eca381563d63e7a8b62_c00968,46aa34a404101eca381563d63e7a8b62_c00969,46aa34a404101eca381563d63e7a8b62_c00970,46aa34a404101eca381563d63e7a8b62_c00971",Dark-Eyed Junco
session_00159,46aa34a404101eca381563d63e7a8b62,"46aa34a404101eca381563d63e7a8b62_c00951,46aa34a404101eca381563d63e7a8b62_c00967",Dark-Eyed Junco
session_00160,46aa34a404101eca381563d63e7a8b62,46aa34a404101eca381563d63e7a8b62_c00957,Dark-Eyed Junco
session_00161,46aa34a404101eca381563d63e7a8b62,"46aa34a404101eca381563d63e7a8b62_c00959,46aa34a404101eca381563d63e7a8b62_c00960,46aa34a404101eca381563d63e7a8b62_c00961,46aa34a404101eca381563d63e7a8b62_c00962,46aa34a404101eca381563d63e7a8b62_c00963,46aa34a404101eca381563d63e7a8b62_c00964",Dark-Eyed Junco
session_00162,46aa34a404101eca381563d63e7a8b62,46aa34a404101eca381563d63e7a8b62_c00952,Dark-Eyed Junco
session_00163,46fdbcd1bce8d6917f608644548e6db6,"46fdbcd1bce8d6917f608644548e6db6_c00973,46fdbcd1bce8d6917f608644548e6db6_c00975,46fdbcd1bce8d6917f608644548e6db6_c00976",Black-Capped Chickadee
session_00164,46fdbcd1bce8d6917f608644548e6db6,46fdbcd1bce8d6917f608644548e6db6_c00974,Black-Capped Chickadee
session_00165,4b34531f4fee45b8a0b0fb2003311ea7,"4b34531f4fee45b8a0b0fb2003311ea7_c00979,4b34531f4fee45b8a0b0fb2003311ea7_c00980,4b34531f4fee45b8a0b0fb2003311ea7_c00981,4b34531f4fee45b8a0b0fb2003311ea7_c00982,4b34531f4fee45b8a0b0fb2003311ea7_c00983,4b34531f4fee45b8a0b0fb2003311ea7_c00984,4b34531f4fee45b8a0b0fb2003311ea7_c00985",Black-Capped Chickadee
session_00166,4b34531f4fee45b8a0b0fb2003311ea7,4b34531f4fee45b8a0b0fb2003311ea7_c00978,Black-Capped Chickadee
session_00167,4b34531f4fee45b8a0b0fb2003311ea7,4b34531f4fee45b8a0b0fb2003311ea7_c00977,Black-Capped Chickadee
session_00168,4c9d0da78fe48773d7ba8d95dfe2404e,"4c9d0da78fe48773d7ba8d95dfe2404e_c00986,4c9d0da78fe48773d7ba8d95dfe2404e_c00987,4c9d0da78fe48773d7ba8d95dfe2404e_c00988",Black-Capped Chickadee
session_00169,4ca36ba3680bb2118d2cbe97edf4e69a,"4ca36ba3680bb2118d2cbe97edf4e69a_c00989,4ca36ba3680bb2118d2cbe97edf4e69a_c00990,4ca36ba3680bb2118d2cbe97edf4e69a_c00991,4ca36ba3680bb2118d2cbe97edf4e69a_c00992,4ca36ba3680bb2118d2cbe97edf4e69a_c00993,4ca36ba3680bb2118d2cbe97edf4e69a_c00994,4ca36ba3680bb2118d2cbe97edf4e69a_c00995,4ca36ba3680bb2118d2cbe97edf4e69a_c00996,4ca36ba3680bb2118d2cbe97edf4e69a_c00997,4ca36ba3680bb2118d2cbe97edf4e69a_c00998",Dark-Eyed Junco
session_00170,4cf8a881f0411382e69f20d825dfef7f,"4cf8a881f0411382e69f20d825dfef7f_c01004,4cf8a881f0411382e69f20d825dfef7f_c01005,4cf8a881f0411382e69f20d825dfef7f_c01006,4cf8a881f0411382e69f20d825dfef7f_c01007,4cf8a881f0411382e69f20d825dfef7f_c01008,4cf8a881f0411382e69f20d825dfef7f_c01009,4cf8a881f0411382e69f20d825dfef7f_c01010,4cf8a881f0411382e69f20d825dfef7f_c01011,4cf8a881f0411382e69f20d825dfef7f_c01012,4cf8a881f0411382e69f20d825dfef7f_c01013,4cf8a881f0411382e69f20d825dfef7f_c01014,4cf8a881f0411382e69f20d825dfef7f_c01015,4cf8a881f0411382e69f20d825dfef7f_c01016,4cf8a881f0411382e69f20d825dfef7f_c01017,4cf8a881f0411382e69f20d825dfef7f_c01018,4cf8a881f0411382e69f20d825dfef7f_c01019,4cf8a881f0411382e69f20d825dfef7f_c01020,4cf8a881f0411382e69f20d825dfef7f_c01021",Dark-Eyed Junco
session_00171,4cf8a881f0411382e69f20d825dfef7f,"4cf8a881f0411382e69f20d825dfef7f_c01000,4cf8a881f0411382e69f20d825dfef7f_c01001,4cf8a881f0411382e69f20d825dfef7f_c01002,4cf8a881f0411382e69f20d825dfef7f_c01003",Black-Capped Chickadee
session_00172,4cf8a881f0411382e69f20d825dfef7f,4cf8a881f0411382e69f20d825dfef7f_c00999,Black-Capped Chickadee
session_00173,4d61c8c0309257498796e3ec7ca2f082,"4d61c8c0309257498796e3ec7ca2f082_c01023,4d61c8c0309257498796e3ec7ca2f082_c01024,4d61c8c0309257498796e3ec7ca2f082_c01025,4d61c8c0309257498796e3ec7ca2f082_c01026,4d61c8c0309257498796e3ec7ca2f082_c01027,4d61c8c0309257498796e3ec7ca2f082_c01028,4d61c8c0309257498796e3ec7ca2f082_c01029",Black-Capped Chickadee
session_00174,4d61c8c0309257498796e3ec7ca2f082,4d61c8c0309257498796e3ec7ca2f082_c01022,Black-Capped Chickadee
session_00175,506d4c56e2b6672062ecab59b225c88f,"506d4c56e2b6672062ecab59b225c88f_c01031,506d4c56e2b6672062ecab59b225c88f_c01032,506d4c56e2b6672062ecab59b225c88f_c01033,506d4c56e2b6672062ecab59b225c88f_c01034,506d4c56e2b6672062ecab59b225c88f_c01035,506d4c56e2b6672062ecab59b225c88f_c01036,506d4c56e2b6672062ecab59b225c88f_c01037",Black-Capped Chickadee
session_00176,506d4c56e2b6672062ecab59b225c88f,506d4c56e2b6672062ecab59b225c88f_c01030,Black-Capped Chickadee
session_00177,507d2ad111ea7b8cdf43439f03af0275,"507d2ad111ea7b8cdf43439f03af0275_c01038,507d2ad111ea7b8cdf43439f03af0275_c01039,507d2ad111ea7b8cdf43439f03af0275_c01040,507d2ad111ea7b8cdf43439f03af0275_c01041,507d2ad111ea7b8cdf43439f03af0275_c01042,507d2ad111ea7b8cdf43439f03af0275_c01043,507d2ad111ea7b8cdf43439f03af0275_c01045,507d2ad111ea7b8cdf43439f03af0275_c01048,507d2ad111ea7b8cdf43439f03af0275_c01049,507d2ad111ea7b8cdf43439f03af0275_c01050,507d2ad111ea7b8cdf43439f03af0275_c01051,507d2ad111ea7b8cdf43439f03af0275_c01052,507d2ad111ea7b8cdf43439f03af0275_c01053,507d2ad111ea7b8cdf43439f03af0275_c01054,507d2ad111ea7b8cdf43439f03af0275_c01055",Dark-Eyed Junco
session_00178,507d2ad111ea7b8cdf43439f03af0275,"507d2ad111ea7b8cdf43439f03af0275_c01044,507d2ad111ea7b8cdf43439f03af0275_c01046,507d2ad111ea7b8cdf43439f03af0275_c01047",Dark-Eyed Junco
session_00179,50cc0a32733d380e98a1ee082887fde7,"50cc0a32733d380e98a1ee082887fde7_c01056,50cc0a32733d380e98a1ee082887fde7_c01057,50cc0a32733d380e98a1ee082887fde7_c01058,50cc0a32733d380e98a1ee082887fde7_c01059,50cc0a32733d380e98a1ee082887fde7_c01060",Black-Capped Chickadee
session_00180,51b233c6cb89d7f5bd289662f0afb316,"51b233c6cb89d7f5bd289662f0afb316_c01061,51b233c6cb89d7f5bd289662f0afb316_c01062,51b233c6cb89d7f5bd289662f0afb316_c01063,51b233c6cb89d7f5bd289662f0afb316_c01064",Black-Capped Chickadee
session_00181,51f6605495ad9746a9d0be8e308590f1,"51f6605495ad9746a9d0be8e308590f1_c01066,51f6605495ad9746a9d0be8e308590f1_c01067",Black-Capped Chickadee
session_00182,51f6605495ad9746a9d0be8e308590f1,51f6605495ad9746a9d0be8e308590f1_c01068,Black-Capped Chickadee
session_00183,51f6605495ad9746a9d0be8e308590f1,51f6605495ad9746a9d0be8e308590f1_c01065,Black-Capped Chickadee
session_00184,55b3551161a126233cd6840c8d6c19c0,"55b3551161a126233cd6840c8d6c19c0_c01069,55b3551161a126233cd6840c8d6c19c0_c01070,55b3551161a126233cd6840c8d6c19c0_c01071,55b3551161a126233cd6840c8d6c19c0_c01072,55b3551161a126233cd6840c8d6c19c0_c01073,55b3551161a126233cd6840c8d6c19c0_c01074,55b3551161a126233cd6840c8d6c19c0_c01075,55b3551161a126233cd6840c8d6c19c0_c01076,55b3551161a126233cd6840c8d6c19c0_c01077,55b3551161a126233cd6840c8d6c19c0_c01078,55b3551161a126233cd6840c8d6c19c0_c01079,55b3551161a126233cd6840c8d6c19c0_c01080,55b3551161a126233cd6840c8d6c19c0_c01081,55b3551161a126233cd6840c8d6c19c0_c01082,55b3551161a126233cd6840c8d6c19c0_c01083,55b3551161a126233cd6840c8d6c19c0_c01084,55b3551161a126233cd6840c8d6c19c0_c01085,55b3551161a126233cd6840c8d6c19c0_c01087,55b3551161a126233cd6840c8d6c19c0_c01088,55b3551161a126233cd6840c8d6c19c0_c01089,55b3551161a126233cd6840c8d6c19c0_c01090,55b3551161a126233cd6840c8d6c19c0_c01091,55b3551161a126233cd6840c8d6c19c0_c01092,55b3551161a126233cd6840c8d6c19c0_c01093,55b3551161a126233cd6840c8d6c19c0_c01094,55b3551161a126233cd6840c8d6c19c0_c01095,55b3551161a126233cd6840c8d6c19c0_c01096,55b3551161a126233cd6840c8d6c19c0_c01097,55b3551161a126233cd6840c8d6c19c0_c01098,55b3551161a126233cd6840c8d6c19c0_c01099,55b3551161a126233cd6840c8d6c19c0_c01100,55b3551161a126233cd6840c8d6c19c0_c01101,55b3551161a126233cd6840c8d6c19c0_c01102,55b3551161a126233cd6840c8d6c19c0_c01103,55b3551161a126233cd6840c8d6c19c0_c01104,55b3551161a126233cd6840c8d6c19c0_c01105,55b3551161a126233cd6840c8d6c19c0_c01106,55b3551161a126233cd6840c8d6c19c0_c01107,55b3551161a126233cd6840c8d6c19c0_c01108,55b3551161a126233cd6840c8d6c19c0_c01109,55b3551161a126233cd6840c8d6c19c0_c01110,55b3551161a126233cd6840c8d6c19c0_c01111,55b3551161a126233cd6840c8d6c19c0_c01112",Dark-Eyed Junco
session_00185,55b3551161a126233cd6840c8d6c19c0,55b3551161a126233cd6840c8d6c19c0_c01086,Dark-Eyed Junco
session_00186,55c613b6a65421c3d358e4497f8000a4,"55c613b6a65421c3d358e4497f8000a4_c01113,55c613b6a65421c3d358e4497f8000a4_c01114,55c613b6a65421c3d358e4497f8000a4_c01115,55c613b6a65421c3d358e4497f8000a4_c01116,55c613b6a65421c3d358e4497f8000a4_c01117,55c613b6a65421c3d358e4497f8000a4_c01119",Black-Capped Chickadee
session_00187,55c613b6a65421c3d358e4497f8000a4,55c613b6a65421c3d358e4497f8000a4_c01118,Black-Capped Chickadee
session_00188,57904ba194265b18f909e323ea061069,"57904ba194265b18f909e323ea061069_c01120,57904ba194265b18f909e323ea061069_c01122",Black-Capped Chickadee
session_00189,57904ba194265b18f909e323ea061069,57904ba194265b18f909e323ea061069_c01121,Dark-Eyed Junco
session_00190,592064e20e3cd53aa287f3cfabc9d5b8,"592064e20e3cd53aa287f3cfabc9d5b8_c01123,592064e20e3cd53aa287f3cfabc9d5b8_c01124,592064e20e3cd53aa287f3cfabc9d5b8_c01125,592064e20e3cd53aa287f3cfabc9d5b8_c01126,592064e20e3cd53aa287f3cfabc9d5b8_c01127,592064e20e3cd53aa287f3cfabc9d5b8_c01128,592064e20e3cd53aa287f3cfabc9d5b8_c01129,592064e20e3cd53aa287f3cfabc9d5b8_c01130",Dark-Eyed Junco
session_00191,592064e20e3cd53aa287f3cfabc9d5b8,"592064e20e3cd53aa287f3cfabc9d5b8_c01131,592064e20e3cd53aa287f3cfabc9d5b8_c01132",Dark-Eyed Junco
session_00192,592064e20e3cd53aa287f3cfabc9d5b8,"592064e20e3cd53aa287f3cfabc9d5b8_c01133,592064e20e3cd53aa287f3cfabc9d5b8_c01134,592064e20e3cd53aa287f3cfabc9d5b8_c01135,592064e20e3cd53aa287f3cfabc9d5b8_c01136,592064e20e3cd53aa287f3cfabc9d5b8_c01137,592064e20e3cd53aa287f3cfabc9d5b8_c01138,592064e20e3cd53aa287f3cfabc9d5b8_c01139,592064e20e3cd53aa287f3cfabc9d5b8_c01140,592064e20e3cd53aa287f3cfabc9d5b8_c01141,592064e20e3cd53aa287f3cfabc9d5b8_c01142,592064e20e3cd53aa287f3cfabc9d5b8_c01143,592064e20e3cd53aa287f3cfabc9d5b8_c01144,592064e20e3cd53aa287f3cfabc9d5b8_c01145,592064e20e3cd53aa287f3cfabc9d5b8_c01146,592064e20e3cd53aa287f3cfabc9d5b8_c01147,592064e20e3cd53aa287f3cfabc9d5b8_c01148,592064e20e3cd53aa287f3cfabc9d5b8_c01149,592064e20e3cd53aa287f3cfabc9d5b8_c01150,592064e20e3cd53aa287f3cfabc9d5b8_c01151",Dark-Eyed Junco
session_00193,595576b07a574a3e3e8d42aa67e75af7,"595576b07a574a3e3e8d42aa67e75af7_c01152,595576b07a574a3e3e8d42aa67e75af7_c01153,595576b07a574a3e3e8d42aa67e75af7_c01154,595576b07a574a3e3e8d42aa67e75af7_c01155,595576b07a574a3e3e8d42aa67e75af7_c01156,595576b07a574a3e3e8d42aa67e75af7_c01157,595576b07a574a3e3e8d42aa67e75af7_c01158,595576b07a574a3e3e8d42aa67e75af7_c01159,595576b07a574a3e3e8d42aa67e75af7_c01160,595576b07a574a3e3e8d42aa67e75af7_c01161,595576b07a574a3e3e8d42aa67e75af7_c01162,595576b07a574a3e3e8d42aa67e75af7_c01163,595576b07a574a3e3e8d42aa67e75af7_c01164,595576b07a574a3e3e8d42aa67e75af7_c01165,595576b07a574a3e3e8d42aa67e75af7_c01166,595576b07a574a3e3e8d42aa67e75af7_c01167,595576b07a574a3e3e8d42aa67e75af7_c01168,595576b07a574a3e3e8d42aa67e75af7_c01169,595576b07a574a3e3e8d42aa67e75af7_c01170,595576b07a574a3e3e8d42aa67e75af7_c01171,595576b07a574a3e3e8d42aa67e75af7_c01172,595576b07a574a3e3e8d42aa67e75af7_c01173,595576b07a574a3e3e8d42aa67e75af7_c01174,595576b07a574a3e3e8d42aa67e75af7_c01175,595576b07a574a3e3e8d42aa67e75af7_c01176,595576b07a574a3e3e8d42aa67e75af7_c01177,595576b07a574a3e3e8d42aa67e75af7_c01178,595576b07a574a3e3e8d42aa67e75af7_c01179,595576b07a574a3e3e8d42aa67e75af7_c01180,595576b07a574a3e3e8d42aa67e75af7_c01181",Dark-Eyed Junco
session_00194,5afdbfa8481df9931365acf525f1e3b5,"5afdbfa8481df9931365acf525f1e3b5_c01183,5afdbfa8481df9931365acf525f1e3b5_c01188",Dark-Eyed Junco
session_00195,5afdbfa8481df9931365acf525f1e3b5,"5afdbfa8481df9931365acf525f1e3b5_c01184,5afdbfa8481df9931365acf525f1e3b5_c01185,5afdbfa8481df9931365acf525f1e3b5_c01186,5afdbfa8481df9931365acf525f1e3b5_c01187",Dark-Eyed Junco
session_00196,5afdbfa8481df9931365acf525f1e3b5,"5afdbfa8481df9931365acf525f1e3b5_c01190,5afdbfa8481df9931365acf525f1e3b5_c01191",Black-Capped Chickadee
session_00197,5afdbfa8481df9931365acf525f1e3b5,5afdbfa8481df9931365acf525f1e3b5_c01182,Dark-Eyed Junco
session_00198,5afdbfa8481df9931365acf525f1e3b5,5afdbfa8481df9931365acf525f1e3b5_c01189,Dark-Eyed Junco
session_00199,5afdbfa8481df9931365acf525f1e3b5,"5afdbfa8481df9931365acf525f1e3b5_c01192,5afdbfa8481df9931365acf525f1e3b5_c01193",Black-Capped Chickadee
session_00200,5afdbfa8481df9931365acf525f1e3b5,5afdbfa8481df9931365acf525f1e3b5_c01194,Chickadee
session_00201,5c5af4c1cd936ab385945af18e953a25,"5c5af4c1cd936ab385945af18e953a25_c01197,5c5af4c1cd936ab385945af18e953a25_c01198",Black-Capped Chickadee
session_00202,5c5af4c1cd936ab385945af18e953a25,5c5af4c1cd936ab385945af18e953a25_c01196,Black-Capped Chickadee
session_00203,5c5af4c1cd936ab385945af18e953a25,5c5af4c1cd936ab385945af18e953a25_c01195,Black-Capped Chickadee
session_00204,5ce5b29f09cc8dcad46e121e0951f63c,"5ce5b29f09cc8dcad46e121e0951f63c_c01199,5ce5b29f09cc8dcad46e121e0951f63c_c01200,5ce5b29f09cc8dcad46e121e0951f63c_c01201,5ce5b29f09cc8dcad46e121e0951f63c_c01202,5ce5b29f09cc8dcad46e121e0951f63c_c01203,5ce5b29f09cc8dcad46e121e0951f63c_c01211",Dark-Eyed Junco
session_00205,5ce5b29f09cc8dcad46e121e0951f63c,"5ce5b29f09cc8dcad46e121e0951f63c_c01209,5ce5b29f09cc8dcad46e121e0951f63c_c01215",Dark-Eyed Junco
session_00206,5ce5b29f09cc8dcad46e121e0951f63c,"5ce5b29f09cc8dcad46e121e0951f63c_c01204,5ce5b29f09cc8dcad46e121e0951f63c_c01205,5ce5b29f09cc8dcad46e121e0951f63c_c01206,5ce5b29f09cc8dcad46e121e0951f63c_c01207,5ce5b29f09cc8dcad46e121e0951f63c_c01208,5ce5b29f09cc8dcad46e121e0951f63c_c01210,5ce5b29f09cc8dcad46e121e0951f63c_c01213,5ce5b29f09cc8dcad46e121e0951f63c_c01214,5ce5b29f09cc8dcad46e121e0951f63c_c01216,5ce5b29f09cc8dcad46e121e0951f63c_c01217,5ce5b29f09cc8dcad46e121e0951f63c_c01218,5ce5b29f09cc8dcad46e121e0951f63c_c01219,5ce5b29f09cc8dcad46e121e0951f63c_c01220,5ce5b29f09cc8dcad46e121e0951f63c_c01221,5ce5b29f09cc8dcad46e121e0951f63c_c01222,5ce5b29f09cc8dcad46e121e0951f63c_c01223,5ce5b29f09cc8dcad46e121e0951f63c_c01224,5ce5b29f09cc8dcad46e121e0951f63c_c01225,5ce5b29f09cc8dcad46e121e0951f63c_c01226,5ce5b29f09cc8dcad46e121e0951f63c_c01227",Dark-Eyed Junco
session_00207,5ce5b29f09cc8dcad46e121e0951f63c,5ce5b29f09cc8dcad46e121e0951f63c_c01212,Dark-Eyed Junco
session_00208,5ce5b29f09cc8dcad46e121e0951f63c,5ce5b29f09cc8dcad46e121e0951f63c_c01228,Dark-Eyed Junco
session_00209,5ee63de9238711cb7a26ac7b7e8fdaa6,"5ee63de9238711cb7a26ac7b7e8fdaa6_c01229,5ee63de9238711cb7a26ac7b7e8fdaa6_c01230",Chickadee
session_00210,60313895cd1f428a29623aba42935215,"60313895cd1f428a29623aba42935215_c01231,60313895cd1f428a29623aba42935215_c01232,60313895cd1f428a29623aba42935215_c01233,60313895cd1f428a29623aba42935215_c01234,60313895cd1f428a29623aba42935215_c01235,60313895cd1f428a29623aba42935215_c01236,60313895cd1f428a29623aba42935215_c01237,60313895cd1f428a29623aba42935215_c01238,60313895cd1f428a29623aba42935215_c01239,60313895cd1f428a29623aba42935215_c01240,60313895cd1f428a29623aba42935215_c01242",Dark-Eyed Junco
session_00211,60313895cd1f428a29623aba42935215,60313895cd1f428a29623aba42935215_c01241,Dark-Eyed Junco
session_00212,6035854e710a88813118f044a4555c0a,"6035854e710a88813118f044a4555c0a_c01243,6035854e710a88813118f044a4555c0a_c01244,6035854e710a88813118f044a4555c0a_c01245,6035854e710a88813118f044a4555c0a_c01246,6035854e710a88813118f044a4555c0a_c01247,6035854e710a88813118f044a4555c0a_c01248,6035854e710a88813118f044a4555c0a_c01249,6035854e710a88813118f044a4555c0a_c01250,6035854e710a88813118f044a4555c0a_c01251,6035854e710a88813118f044a4555c0a_c01252,6035854e710a88813118f044a4555c0a_c01253,6035854e710a88813118f044a4555c0a_c01254,6035854e710a88813118f044a4555c0a_c01255,6035854e710a88813118f044a4555c0a_c01256,6035854e710a88813118f044a4555c0a_c01257",Dark-Eyed Junco
session_00213,6035854e710a88813118f044a4555c0a,6035854e710a88813118f044a4555c0a_c01258,Dark-Eyed Junco
session_00214,604f35a40049cd5caeaeb0ceea7b227a,"604f35a40049cd5caeaeb0ceea7b227a_c01264,604f35a40049cd5caeaeb0ceea7b227a_c01265,604f35a40049cd5caeaeb0ceea7b227a_c01266",Black-Capped Chickadee
session_00215,604f35a40049cd5caeaeb0ceea7b227a,"604f35a40049cd5caeaeb0ceea7b227a_c01259,604f35a40049cd5caeaeb0ceea7b227a_c01260,604f35a40049cd5caeaeb0ceea7b227a_c01262,604f35a40049cd5caeaeb0ceea7b227a_c01263",Black-Capped Chickadee
session_00216,604f35a40049cd5caeaeb0ceea7b227a,604f35a40049cd5caeaeb0ceea7b227a_c01261,Black-Capped Chickadee
session_00217,605a2c9f5e34110137744985e5dbd362,"605a2c9f5e34110137744985e5dbd362_c01269,605a2c9f5e34110137744985e5dbd362_c01271,605a2c9f5e34110137744985e5dbd362_c01273,605a2c9f5e34110137744985e5dbd362_c01277,605a2c9f5e34110137744985e5dbd362_c01278,605a2c9f5e34110137744985e5dbd362_c01279,605a2c9f5e34110137744985e5dbd362_c01286",Dark-Eyed Junco
session_00218,605a2c9f5e34110137744985e5dbd362,"605a2c9f5e34110137744985e5dbd362_c01267,605a2c9f5e34110137744985e5dbd362_c01268,605a2c9f5e34110137744985e5dbd362_c01270,605a2c9f5e34110137744985e5dbd362_c01272,605a2c9f5e34110137744985e5dbd362_c01274,605a2c9f5e34110137744985e5dbd362_c01275,605a2c9f5e34110137744985e5dbd362_c01276,605a2c9f5e34110137744985e5dbd362_c01280,605a2c9f5e34110137744985e5dbd362_c01281,605a2c9f5e34110137744985e5dbd362_c01282,605a2c9f5e34110137744985e5dbd362_c01283,605a2c9f5e34110137744985e5dbd362_c01284,605a2c9f5e34110137744985e5dbd362_c01285,605a2c9f5e34110137744985e5dbd362_c01287,605a2c9f5e34110137744985e5dbd362_c01288,605a2c9f5e34110137744985e5dbd362_c01289,605a2c9f5e34110137744985e5dbd362_c01290,605a2c9f5e34110137744985e5dbd362_c01291,605a2c9f5e34110137744985e5dbd362_c01292",Dark-Eyed Junco
session_00219,6455cd0982fa910edadfd69daf396035,"6455cd0982fa910edadfd69daf396035_c01294,6455cd0982fa910edadfd69daf396035_c01302,6455cd0982fa910edadfd69daf396035_c01303,6455cd0982fa910edadfd69daf396035_c01304,6455cd0982fa910edadfd69daf396035_c01307,6455cd0982fa910edadfd69daf396035_c01312",Dark-Eyed Junco
session_00220,6455cd0982fa910edadfd69daf396035,6455cd0982fa910edadfd69daf396035_c01293,Dark-Eyed Junco
session_00221,6455cd0982fa910edadfd69daf396035,"6455cd0982fa910edadfd69daf396035_c01295,6455cd0982fa910edadfd69daf396035_c01296,6455cd0982fa910edadfd69daf396035_c01297,6455cd0982fa910edadfd69daf396035_c01298,6455cd0982fa910edadfd69daf396035_c01299,6455cd0982fa910edadfd69daf396035_c01300,6455cd0982fa910edadfd69daf396035_c01301,6455cd0982fa910edadfd69daf396035_c01305,6455cd0982fa910edadfd69daf396035_c01306,6455cd0982fa910edadfd69daf396035_c01308,6455cd0982fa910edadfd69daf396035_c01309,6455cd0982fa910edadfd69daf396035_c01310,6455cd0982fa910edadfd69daf396035_c01311,6455cd0982fa910edadfd69daf396035_c01313,6455cd0982fa910edadfd69daf396035_c01314,6455cd0982fa910edadfd69daf396035_c01315,6455cd0982fa910edadfd69daf396035_c01316,6455cd0982fa910edadfd69daf396035_c01317,6455cd0982fa910edadfd69daf396035_c01318",Dark-Eyed Junco
session_00222,64b7dabf1fa1904849f9700d3d36a7dd,64b7dabf1fa1904849f9700d3d36a7dd_c01319,Dark-Eyed Junco
session_00223,677fc93a016112ffe7c70d1d80c570ef,"677fc93a016112ffe7c70d1d80c570ef_c01325,677fc93a016112ffe7c70d1d80c570ef_c01326,677fc93a016112ffe7c70d1d80c570ef_c01340",Dark-Eyed Junco
session_00224,677fc93a016112ffe7c70d1d80c570ef,"677fc93a016112ffe7c70d1d80c570ef_c01342,677fc93a016112ffe7c70d1d80c570ef_c01343",Dark-Eyed Junco
session_00225,677fc93a016112ffe7c70d1d80c570ef,"677fc93a016112ffe7c70d1d80c570ef_c01320,677fc93a016112ffe7c70d1d80c570ef_c01321,677fc93a016112ffe7c70d1d80c570ef_c01322,677fc93a016112ffe7c70d1d80c570ef_c01327,677fc93a016112ffe7c70d1d80c570ef_c01328,677fc93a016112ffe7c70d1d80c570ef_c01329,677fc93a016112ffe7c70d1d80c570ef_c01330,677fc93a016112ffe7c70d1d80c570ef_c01331,677fc93a016112ffe7c70d1d80c570ef_c01332,677fc93a016112ffe7c70d1d80c570ef_c01333,677fc93a016112ffe7c70d1d80c570ef_c01334,677fc93a016112ffe7c70d1d80c570ef_c01335,677fc93a016112ffe7c70d1d80c570ef_c01336,677fc93a016112ffe7c70d1d80c570ef_c01337,677fc93a016112ffe7c70d1d80c570ef_c01338,677fc93a016112ffe7c70d1d80c570ef_c01339,677fc93a016112ffe7c70d1d80c570ef_c01341",Dark-Eyed Junco
session_00226,677fc93a016112ffe7c70d1d80c570ef,"677fc93a016112ffe7c70d1d80c570ef_c01323,677fc93a016112ffe7c70d1d80c570ef_c01324",Dark-Eyed Junco
